Ind_Variable_1,Ind_Variable_2,Ind_Variable_3,Ind_Variable_4,Ind_Variable_5,Ind_Variable_6,Dep_Variable
-0.6629265812136836,0.4811356841576936,0.2472153926439522,1.9581667053012002,4.4706712763511725,0.036798584733959805,4.9455517634128086
1.5828283887322194,0.30649423014346777,1.548229339986233,-0.7079314654291005,1.8717539579169484,0.011578858944781278,-1.196168428679557
-0.559415527834684,0.022728536966472035,1.5533436084447185,0.14730583722334095,-3.719343498725376,0.21321660958702893,-1.2441032317875513
-1.7410170227484414,0.36674097967412966,0.47425374745661353,0.11150500511509344,5.226183180165089,0.32770751709583623,-2.5165716622904903
0.1392364140103224,0.24403207862020715,1.3355247723037356,-1.7313146370474555,0.09163641598857447,0.5164232877715598,-12.755671569353186
-1.8199779640236748,0.1860950934647837,1.0117557276449713,-0.0162979377013606,1.8331403546398422,0.38656860371504687,-0.13381850635681136
-1.2845621921114303,0.49307831775576105,2.6496809773513075,0.00030918954627006176,-0.2999857589370483,0.43074204490566914,-2.465937987015095
-0.00926336104380867,0.13732718667591048,2.9584302821016406,-0.556114153438282,-0.2096578556963086,0.03479053353441042,-2.705379739442946
-1.4718544408994447,0.5063305288139047,2.1300883644073174,0.48279292131405593,1.4289471667358917,0.9054412423353786,-2.467405522314698
-0.1457177308379086,0.11323323147608377,2.7715575184175267,-0.10582696619245946,0.11197726411746897,0.13985661820241047,-2.696655806584923
0.32964650634374115,0.3372358908597065,-0.03416381718520212,-0.19327861117443718,2.508869051804215,0.4631871326946386,-0.45192174638161386
-0.511528575189889,0.7601539943598358,1.217315292872791,-0.47129313492262015,3.1573680855297326,0.7217488901146455,-2.019225722677245
-0.08563601389394157,0.9966368379591743,-0.5979049501178748,0.026114596921606486,-2.434871064585932,0.8479521905923231,0.9889447972560411
1.273631971812866,0.7837342054249058,-0.6019607529133331,0.5109742291975171,-0.33369364114507477,0.8399710663317683,1.8130316645361977
0.722295559249807,0.8925135378361281,1.76380089574462,0.2731451201205848,3.255506823806362,0.8895632664732539,-1.588162033192504
-0.11090275503763619,0.10204360768810417,1.0931214339288569,0.17099852536106883,0.9709024206330308,0.05645383466796672,0.839921208501559
0.459097914894775,0.7871828627148012,0.03157556536846373,-0.6579470937329355,2.5827663384528843,0.8779054448618542,-2.0724293792964725
-0.9253380671375804,0.4648322430001294,1.0392057555844216,-0.7032163170570166,-2.1600064117276956,0.002881500613171606,-1.1177794045753255
-0.869256308154202,0.6396516836131042,-0.97332591789946,-1.1453476213016507,-2.8556096076203934,0.9043458701881518,-2.7213259948187316
0.59509363165441,0.8359201880463851,-0.6610031702426835,-1.0925924088452197,3.858536318831244,0.7820042851769867,-2.8141092787755313
1.3781866001896412,0.30775210055068347,-0.4579051837617225,-0.045244636289573294,0.405793232125257,0.10033562462732004,1.717967245574949
-0.6120407955094124,0.19844224342230032,0.0022452617886483672,0.3483751108307714,0.38977085020296875,0.7701615495121095,0.8093508625982342
-0.104977725734146,0.1956548344147735,-0.6985121055521106,0.9720534909996432,-3.1346487308732494,0.237083644749432,2.2115138219815766
-0.8595618713571491,0.14674911789169132,1.3414245383608319,-1.3320808935720407,6.09462096519893,0.4400015266514512,-7.202233537869752
-0.8120586903365127,0.8525826362091163,0.7746094079025063,0.7816180979092173,-5.888468945461102,0.7923073933162513,0.016844180864505898
-1.0126039536791824,0.6349231391684542,0.6327586778111725,0.11193033302248025,-0.3519212858487887,0.03958013573155261,-1.9858696479800928
-0.09185028706744609,0.9122784157741881,1.7046002981098973,-0.3715850734484213,0.68771812228549,0.07892363312190787,-4.072163906462027
-0.290298717430206,0.41491808209285164,0.08950674151193194,0.15848333423436772,-9.656004533615295,0.5077279422249033,1.2903327336318748
-0.33462215865654293,0.4601843472436453,1.6978205612857233,0.5708859190483717,-2.1388964563289115,0.9522382824895121,0.14822621888487753
0.47629799024338,0.09433158414642207,0.7663995479490913,-0.28249669137801264,-2.2262471152263337,0.2585919290492885,1.1299559601599072
1.1775663685669926,0.9456465786283872,0.9417569510981862,-0.19820003068015746,-2.3608701072060327,0.29955319790058255,-1.4711600767898907
0.09119225821260704,0.8786149057883488,1.0973459067410967,0.7802337503531567,3.4144253288376563,0.13284579443206324,-1.01584313700309
-2.0571691151314457,0.8530447419134024,1.8062531947693197,-1.7359953698052497,1.9039848336089997,0.5559228854258218,-15.047399981938662
1.5255719190007624,0.4028326765219975,0.8664974291268299,0.17856702953284717,6.480188206597475,0.897027630140611,1.3735335592299762
0.7010259711499524,0.36555492389992816,0.9995668784703051,0.1780509713289251,-5.212912709592381,0.06946261563067668,-0.6798950892223026
0.3841838043003508,0.7114300943999141,-0.6002070321188624,1.7827681364070722,4.219787964942521,0.4883128206566295,4.212559564964783
0.4060788774918558,0.24428755423752957,0.586273550602697,-0.8532025244336365,-2.6474729278783395,0.6055992056836977,-1.7206522997961935
-0.006691522706803787,0.3679133615168505,-0.3040659628496454,0.02826050989200938,2.288958847079535,0.5263780114554801,2.0346881181588676
-0.8627375626338163,0.22343406233343877,-0.6409760068687365,0.904813775153814,0.2266381637459392,0.032880525350253764,-0.06956234710790565
